,ASSD,FN,FP,TN,TP,code,group,hausdorf,image
178,0.149621915012,0.0,521.0,15793630.0,25.0,oof,RPA_br9_br2,0.527325651298,0119
179,0.0270588190599,18.0,101.0,15793914.0,143.0,i2ifc,RPA_br1_br2_b2,0.138007430442,0119
180,0.0640402466962,85.0,100.0,15793915.0,76.0,i2i3d,RPA_br1_br2_b2,0.25447312808,0119
181,0.0366049481248,44.0,108.0,15793907.0,117.0,i2i,RPA_br1_br2_b2,0.151179565513,0119
182,0.119862650825,1.0,1106.0,15792909.0,160.0,drls,RPA_br1_br2_b2,0.501405894776,0119
183,0.194115029496,0.0,2944.0,15791071.0,161.0,oof,RPA_br1_br2_b2,0.50894625616,0119
184,0.056066004175,0.0,119.0,15794009.0,48.0,i2ifc,RPA_br7_br2,0.35987934899,0119
185,0.271809364179,43.0,55.0,15794073.0,5.0,i2i3d,RPA_br7_br2,0.999006038481,0119
186,0.0514086596423,5.0,101.0,15794027.0,43.0,i2i,RPA_br7_br2,0.338047785296,0119
187,0.133434236403,8.0,557.0,15793571.0,40.0,drls,RPA_br7_br2,0.588759819963,0119
188,0.171411641515,1.0,1429.0,15792699.0,47.0,oof,RPA_br7_br2,0.552029721769,0119
189,0.144358957229,7.0,1985.0,12843015.0,49.0,i2ifc,rca1_1,0.768588802921,cabg11
190,0.272261203385,56.0,2188.0,12842812.0,0.0,i2i3d,rca1_1,0.858655517717,cabg11
191,0.190377747685,31.0,5671.0,12839329.0,25.0,i2i,rca1_1,0.891133491222,cabg11
192,0.0506197274417,9.0,186.0,12844814.0,47.0,drls,rca1_1,0.411087931464,cabg11
193,0.0806587455901,16.0,560.0,12844440.0,40.0,oof,rca1_1,0.468871864368,cabg11
194,0.14210746957,26.0,1836.0,47446020.0,181.0,i2ifc,profunda_branch_left,0.788298935551,0004
195,0.159490943449,145.0,165.0,47447688.0,62.0,i2i3d,profunda_branch_left,0.678272254126,0004
196,0.232022443483,73.0,4608.0,47443244.0,134.0,i2i,profunda_branch_left,0.942977943807,0004
197,0.0440855786356,81.0,107.0,47447744.0,126.0,drls,profunda_branch_left,0.298770921564,0004
198,0.0919512006311,34.0,650.0,47447212.0,173.0,oof,profunda_branch_left,0.524078865387,0004
199,0.0520573536435,9.0,715.0,4717591.0,277.0,i2ifc,L_vtbrl_ppst,0.533227821962,0171
200,0.0681210785169,19.0,1255.0,4717051.0,267.0,i2i3d,L_vtbrl_ppst,0.541281340883,0171
201,0.0638458539609,51.0,662.0,4717644.0,235.0,i2i,L_vtbrl_ppst,0.533227821962,0171
202,0.206906408044,5.0,23244.0,4695062.0,281.0,drls,L_vtbrl_ppst,0.719707278473,0171
203,0.177128215275,5.0,16495.0,4701811.0,281.0,oof,L_vtbrl_ppst,0.681777721661,0171
204,0.0507640677018,5.0,1315.0,4847793.0,551.0,i2ifc,celiac_splenic,0.583902716908,0148
205,0.0481041488345,37.0,957.0,4848151.0,519.0,i2i3d,celiac_splenic,0.570954262206,0148
206,0.0546303118909,63.0,1211.0,4847897.0,493.0,i2i,celiac_splenic,0.715131857925,0148
207,0.24082932494,539.0,67.0,4849041.0,17.0,drls,celiac_splenic,0.987408520288,0148
208,0.0749808487617,466.0,46.0,4849062.0,90.0,oof,celiac_splenic,0.700341713469,0148
209,0.0815120034586,1031.0,354.0,8714465.0,438.0,i2ifc,aneurysm_1,0.314931943293,0179
210,0.0895321761911,989.0,470.0,8714349.0,480.0,i2i3d,aneurysm_1,0.314931943293,0179
211,0.0821682302547,1005.0,336.0,8714483.0,464.0,i2i,aneurysm_1,0.314931943293,0179
212,0.135366834009,1010.0,1587.0,8713232.0,459.0,drls,aneurysm_1,0.376705107851,0179
213,0.146774394413,1037.0,2165.0,8712654.0,432.0,oof,aneurysm_1,0.336028330744,0179
214,0.571685859449,1730.0,313.0,8714090.0,155.0,i2ifc,L_vtbrl,2.5796042158,0179
215,0.57801556382,1759.0,107.0,8714296.0,126.0,i2i3d,L_vtbrl,2.59993145192,0179
216,0.590924925338,1731.0,318.0,8714085.0,154.0,i2i,L_vtbrl,2.5796042158,0179
217,0.548495235462,1768.0,1266.0,8713137.0,117.0,drls,L_vtbrl,2.37157956823,0179
218,0.560655654095,1756.0,1598.0,8712805.0,129.0,oof,L_vtbrl,2.39048457512,0179
219,0.0396784979255,0.0,47.0,2097075.0,30.0,i2ifc,right_iliac_branch2,0.11048543456,0110
220,0.134227048408,5.0,134.0,2096988.0,25.0,i2i3d,right_iliac_branch2,0.707451963917,0110
221,0.0682136022572,1.0,89.0,2097033.0,29.0,i2i,right_iliac_branch2,0.281683693396,0110
222,0.059149031938,7.0,68.0,2097054.0,23.0,drls,right_iliac_branch2,0.292316983342,0110
223,0.0714799154942,2.0,86.0,2097036.0,28.0,oof,right_iliac_branch2,0.398360899499,0110
